ID	Currency
20276	USD
20279	USD
20280	USD
20282	USD
20283	USD
20284	USD
20285	USD
20286	USD
20288	USD
20292	USD
20293	USD
20294	USD
20295	USD
20297	USD
20299	USD
20302	USD
20304	USD
20305	USD
20306	USD
20308	USD
20310	USD
20311	USD
20313	USD
20314	USD
20315	USD
20316	USD
20319	USD
20322	USD
20326	USD
20330	USD
20331	USD
20338	USD
20339	USD
20342	USD
20343	USD
20344	USD
20345	USD
20346	USD
20347	USD
20350	USD
20352	USD
20353	USD
20355	USD
20356	USD
20357	USD
20358	USD
20359	USD
20360	USD
20361	USD
20362	USD
20364	USD
20365	USD
20366	USD
20370	USD
20371	USD
20373	USD
20380	USD
20381	USD
20382	USD
20383	USD
20386	USD
20387	USD
20388	USD
20389	USD
20390	USD
20391	USD
20392	USD
20393	USD
20396	USD
20397	USD
20398	USD
20401	USD
20402	USD
20403	USD
20404	USD
20405	USD
20407	USD
20408	USD
20410	USD
20411	USD
20412	USD
20413	USD
20415	USD
20417	USD
20419	USD
20420	USD
20422	USD
20423	USD
20424	USD
20425	USD
20426	USD
20429	USD
20433	USD
20434	USD
20435	USD
20437	USD
20438	USD
20439	USD
20440	USD
20441	USD
20442	USD
20443	USD
20445	USD
20447	USD
20448	USD
20450	USD
20451	USD
20453	USD
20454	USD
20455	USD
20456	USD
20457	USD
20459	USD
20460	USD
20461	USD
20464	USD
20466	USD
20468	USD
20469	USD
20470	USD
20471	USD
20477	USD
20478	USD
20479	USD
20480	USD
20481	USD
20484	USD
20485	USD
20486	USD
20487	USD
20488	USD
20489	USD
20490	USD
20491	USD
20492	USD
20493	USD
20494	USD
20498	USD
20501	USD
20502	USD
20503	USD
20504	USD
20505	USD
20506	USD
20508	USD
20509	USD
20510	USD
20514	USD
20521	USD
20522	USD
20525	USD
20526	USD
20529	USD
20530	USD
20531	USD
20532	USD
20534	USD
20535	USD
20537	USD
20538	USD
20539	USD
20541	USD
20543	USD
20544	USD
20545	USD
20547	USD
20552	USD
20562	USD
20564	USD
20566	USD
20567	USD
20568	USD
20569	USD
20570	USD
20571	USD
20573	USD
20580	USD
20581	USD
20582	USD
20584	USD
20588	USD
20589	USD
20590	USD
20591	USD
20592	USD
20599	USD
20603	USD
20605	USD
20606	USD
20607	USD
20609	USD
20610	USD
20613	USD
20616	USD
20617	USD
20618	USD
20619	USD
20620	USD
20621	USD
20622	USD
20623	USD
20627	USD
20628	USD
20629	USD
20631	USD
20632	USD
20634	USD
20635	USD
20636	USD
20637	USD
20638	USD
20639	USD
20641	USD
20643	USD
20645	USD
20646	USD
20648	USD
20649	USD
20650	USD
20651	USD
20653	USD
20655	USD
20656	USD
20658	USD
20659	USD
20661	USD
20662	USD
20663	USD
20665	USD
20667	USD
20669	USD
20670	USD
20672	USD
20673	USD
20675	USD
20676	USD
20677	USD
20681	USD
20682	USD
20684	USD
20685	USD
20688	USD
20689	USD
20690	USD
20691	USD
20693	USD
20694	USD
20696	USD
20697	USD
20699	USD
20702	USD
20710	USD
20711	USD
20712	USD
20713	USD
20714	USD
20715	USD
20716	USD
20720	USD
20722	USD
20724	USD
20725	USD
20726	USD
20727	USD
20728	USD
20729	USD
20730	USD
20731	USD
20733	USD
20734	USD
20735	USD
20736	USD
20737	USD
20740	USD
20741	USD
20743	USD
20744	USD
20745	USD
20746	USD
20747	USD
20748	USD
20749	USD
20750	USD
20751	USD
20755	USD
20757	USD
20759	USD
20760	USD
20761	USD
20762	USD
20763	USD
20764	USD
20765	USD
20766	USD
20770	USD
20771	USD
20772	USD
20773	USD
20774	USD
20777	USD
20778	USD
20779	USD
20783	USD
20786	USD
20787	USD
20788	USD
20790	USD
20791	USD
20792	USD
20795	USD
20797	USD
20801	USD
20804	USD
20805	USD
20806	USD
20807	USD
20808	USD
20809	USD
20810	USD
20811	USD
20812	USD
20813	USD
20815	USD
20816	USD
20818	USD
20819	USD
20821	USD
20822	USD
20823	USD
20827	USD
20828	USD
20829	USD
20830	USD
20831	USD
20832	USD
20833	USD
20834	USD
20835	USD
20836	USD
20839	USD
20840	USD
20841	USD
20845	USD
20846	USD
20847	USD
20848	USD
20849	USD
20852	USD
20853	USD
20854	USD
20855	USD
20856	USD
20857	USD
20858	USD
20860	USD
20861	USD
20862	USD
20865	USD
20866	USD
20867	USD
20873	USD
20874	USD
20876	USD
20877	USD
20878	USD
20879	USD
20881	USD
20883	USD
20884	USD
20885	USD
20886	USD
20887	USD
20888	USD
20889	USD
20890	USD
20891	USD
20892	USD
20894	USD
20895	USD
20896	USD
20900	USD
20901	USD
20904	USD
20905	USD
20907	USD
20909	USD
20912	USD
20913	USD
20915	USD
20918	USD
20919	USD
20921	USD
20922	USD
20923	USD
20925	USD
20926	USD
20927	USD
20931	USD
20932	USD
20934	USD
20937	USD
20938	USD
20944	USD
20945	USD
20946	USD
20950	USD
20951	USD
20952	USD
20953	USD
20954	USD
20959	USD
20960	USD
20961	USD
20964	USD
20965	USD
20966	USD
20967	USD
20968	USD
20971	USD
20972	USD
20974	USD
20975	USD
20976	USD
20977	USD
20978	USD
20980	USD
20981	USD
20983	USD
20985	USD
20986	USD
20987	USD
20989	USD
20992	USD
20993	USD
20998	USD
21000	USD
21002	USD
21004	USD
21005	USD
21007	USD
21008	USD
21009	USD
21010	USD
21011	USD
21013	USD
21015	USD
21016	USD
21017	USD
21018	USD
21019	USD
21020	USD
21022	USD
21023	USD
21024	USD
21025	USD
21026	USD
21030	USD
21031	USD
21032	USD
21036	USD
21039	USD
21040	USD
21042	USD
21043	USD
21045	USD
21047	USD
21049	USD
21050	USD
21053	USD
21054	USD
21057	USD
21058	USD
21059	USD
21060	USD
21061	USD
21062	USD
21064	USD
21065	USD
21066	USD
21067	USD
21068	USD
21069	USD
21070	USD
21071	USD
21072	USD
21073	USD
21075	USD
21076	USD
21079	USD
21080	USD
21082	USD
21083	USD
21084	USD
21086	USD
21087	USD
21092	USD
21094	USD
21095	USD
21096	USD
21097	USD
21098	USD
21099	USD
21101	USD
21103	USD
21105	USD
21107	USD
21108	USD
21112	USD
21113	USD
21114	USD
21115	USD
21117	USD
21118	USD
21121	USD
21125	USD
21127	USD
21128	USD
21129	USD
21130	USD
21131	USD
21132	USD
21133	USD
21135	USD
21136	USD
21138	USD
21140	USD
21141	USD
21142	USD
21143	USD
21144	USD
21145	USD
21147	USD
21148	USD
21152	USD
21153	USD
21154	USD
21155	USD
21156	USD
21157	USD
21160	USD
21161	USD
21162	USD
21164	USD
21165	USD
21166	USD
21167	USD
21168	USD
21169	USD
21170	USD
21171	USD
21172	USD
21173	USD
21174	USD
21175	USD
21178	USD
21180	USD
21182	USD
21184	USD
21185	USD
21187	USD
21189	USD
21190	USD
21191	USD
21192	USD
21194	USD
21195	USD
21196	USD
21197	USD
21198	USD
21200	USD
21201	USD
21203	USD
21204	USD
21205	USD
21206	USD
21207	USD
21209	USD
21211	USD
21213	USD
21214	USD
21215	USD
21217	USD
21218	USD
21219	USD
21221	USD
21227	USD
21234	USD
21238	USD
21241	USD
21244	USD
21245	USD
21246	USD
21248	USD
21249	USD
21250	USD
21251	USD
21253	USD
21254	USD
21255	USD
21259	USD
21260	USD
21261	USD
21262	USD
21263	USD
21264	USD
21266	USD
21267	USD
21271	USD
21273	USD
21277	USD
21280	USD
21281	USD
21282	USD
21285	USD
21290	USD
21292	USD
21293	USD
21295	USD
21298	USD
21304	USD
21307	USD
21309	USD
21313	USD
21315	USD
21317	USD
21319	USD
21320	USD
21321	USD
21322	USD
21325	USD
21326	USD
21328	USD
21330	USD
21332	USD
21335	USD
21336	USD
21341	USD
21342	USD
21343	USD
21345	USD
21346	USD
21347	USD
21356	USD
21357	USD
21358	USD
21359	USD
21360	USD
21364	USD
21365	USD
21366	USD
21367	USD
21368	USD
21370	USD
21373	USD
21374	USD
21376	USD
21377	USD
21378	USD
21379	USD
21382	USD
21383	USD
21384	USD
21385	USD
21386	USD
21387	USD
21388	USD
21389	USD
21390	USD
21391	USD
21392	USD
21395	USD
21396	USD
21397	USD
21398	USD
21399	USD
21400	USD
21401	USD
21402	USD
21403	USD
21404	USD
21408	USD
21410	USD
21412	USD
21413	USD
21415	USD
21416	USD
21417	USD
21418	USD
21419	USD
21420	USD
21421	USD
21422	USD
21423	USD
21426	USD
21427	USD
21428	USD
21429	USD
21430	USD
21431	USD
21432	USD
21433	USD
21434	USD
21435	USD
21436	USD
21437	USD
21438	USD
21439	USD
21442	USD
21443	USD
21446	USD
21447	USD
21449	USD
21450	USD
21453	USD
21455	USD
21458	USD
21460	USD
21461	USD
21465	USD
21466	USD
21469	USD
21472	USD
21474	USD
21477	USD
21479	USD
21480	USD
21481	USD
21483	USD
21484	USD
21485	USD
21487	USD
21490	USD
21491	USD
21492	USD
21496	USD
21499	USD
21500	USD
21501	USD
21502	USD
21506	USD
21507	USD
21508	USD
21509	USD
21511	USD
21512	USD
21513	USD
21514	USD
21515	USD
21516	USD
21522	USD
21523	USD
21526	USD
21527	USD
21528	USD
21529	USD
21530	USD
21531	USD
21533	USD
21534	USD
21537	USD
21540	USD
21546	USD
21547	USD
21548	USD
21549	USD
21550	USD
21551	USD
21552	USD
21553	USD
21554	USD
21555	USD
21556	USD
21557	USD
21558	USD
21563	USD
21565	USD
21566	USD
21567	USD
21570	USD
21572	USD
21574	USD
21577	USD
21579	USD
21580	USD
21581	USD
21582	USD
21583	USD
21584	USD
21586	USD
21587	USD
21588	USD
21589	USD
21590	USD
21592	USD
21593	USD
21594	USD
21596	USD
21597	USD
21599	USD
21600	USD
21601	USD
21602	USD
21603	USD
21605	USD
21608	USD
21610	USD
21612	USD
21613	USD
21616	USD
21617	USD
21621	USD
21623	USD
21624	USD
21626	USD
21628	USD
21631	USD
21632	USD
21633	USD
21634	USD
21636	USD
21637	USD
21639	USD
21640	USD
21641	USD
21643	USD
21644	USD
21645	USD
21647	USD
21652	USD
21655	USD
21656	USD
21658	USD
21663	USD
21664	USD
21665	USD
21666	USD
21667	USD
21670	USD
21671	USD
21673	USD
21674	USD
21676	USD
21678	USD
21679	USD
21682	USD
21684	USD
21685	USD
21687	USD
21688	USD
21690	USD
21691	USD
21695	USD
21696	USD
21697	USD
21700	USD
21701	USD
21703	USD
21709	USD
21712	USD
21713	USD
21718	USD
21722	USD
21723	USD
21725	USD
21726	USD
21727	USD
21729	USD
21730	USD
21731	USD
21732	USD
21733	USD
21735	USD
21737	USD
21738	USD
21740	USD
21741	USD
21743	USD
21745	USD
21746	USD
21748	USD
21749	USD
21750	USD
21751	USD
21753	USD
21754	USD
21756	USD
21758	USD
21759	USD
21764	USD
21765	USD
21766	USD
21768	USD
21769	USD
21771	USD
21772	USD
21773	USD
21774	USD
21775	USD
21777	USD
21779	USD
21780	USD
21781	USD
21782	USD
21784	USD
21785	USD
21787	USD
21789	USD
21790	USD
21791	USD
21792	USD
21793	USD
21794	USD
21795	USD
21797	USD
21798	USD
21799	USD
21800	USD
21801	USD
21803	USD
21805	USD
21808	USD
21809	USD
21810	USD
21811	USD
21812	USD
21813	USD
21814	USD
21816	USD
21817	USD
21818	USD
21819	USD
21820	USD
21821	USD
21825	USD
21829	USD
21833	USD
21836	USD
21837	USD
21838	USD
21839	USD
21840	USD
21842	USD
21844	USD
21847	USD
21849	USD
21850	USD
21851	USD
21857	USD
21859	USD
21860	USD
21862	USD
21863	USD
21864	USD
21866	USD
21867	USD
21868	USD
21871	USD
21872	USD
21874	USD
21877	USD
21880	USD
21882	USD
21883	USD
21884	USD
21885	USD
21887	USD
21890	USD
21891	USD
21893	USD
21896	USD
21898	USD
21901	USD
21902	USD
21904	USD
21906	USD
21908	USD
21909	USD
21910	USD
21911	USD
21913	USD
21915	USD
21916	USD
21917	USD
21918	USD
21921	USD
21924	USD
21925	USD
21926	USD
21927	USD
21929	USD
21930	USD
21931	USD
21933	USD
21934	USD
21935	USD
21937	USD
21938	USD
21939	USD
21940	USD
21941	USD
21942	USD
21943	USD
21944	USD
21946	USD
21947	USD
21949	USD
21951	USD
21952	USD
21953	USD
21955	USD
21956	USD
21957	USD
21958	USD
21959	USD
21960	USD
21961	USD
21962	USD
21966	USD
21968	USD
21971	USD
21973	USD
21977	USD
21980	USD
21981	USD
21982	USD
21983	USD
21985	USD
21986	USD
21992	USD
21994	USD
21997	USD
21998	USD
21999	USD
22000	USD
22001	USD
22003	USD
22004	USD
22005	USD
22006	USD
22007	USD
22008	USD
22009	USD
22011	USD
22012	USD
22014	USD
22016	USD
22017	USD
22018	USD
22019	USD
22021	USD
22023	USD
22024	USD
22026	USD
22028	USD
22029	USD
22030	USD
22031	USD
22032	USD
22033	USD
22034	USD
22035	USD
22036	USD
22038	USD
22039	USD
22040	USD
22042	USD
22044	USD
22048	USD
22050	USD
22051	USD
22052	USD
22054	USD
22056	USD
22059	USD
22062	USD
22064	USD
22065	USD
22066	USD
22067	USD
22068	USD
22069	USD
22070	USD
22071	USD
22073	USD
22075	USD
22076	USD
22077	USD
22078	USD
22081	USD
22082	USD
22083	USD
22084	USD
22087	USD
22088	USD
22089	USD
22090	USD
22091	USD
22100	USD
22101	USD
22102	USD
22103	USD
22104	USD
22105	USD
22106	USD
22107	USD
22109	USD
22111	USD
22113	USD
22114	USD
22116	USD
22117	USD
22119	USD
22122	USD
22123	USD
22124	USD
22125	USD
22127	USD
22129	USD
22130	USD
22131	USD
22133	USD
22134	USD
22135	USD
22139	USD
22140	USD
22141	USD
22142	USD
22145	USD
22147	USD
22151	USD
22152	USD
22158	USD
22160	USD
22162	USD
22163	USD
22164	USD
22165	USD
22167	USD
22169	USD
22170	USD
22171	USD
22172	USD
22174	USD
22175	USD
22178	USD
22179	USD
22180	USD
22183	USD
22187	USD
22189	USD
22190	USD
22196	USD
22198	USD
22199	USD
22200	USD
22201	USD
22202	USD
22203	USD
22204	USD
22206	USD
22207	USD
22208	USD
22211	USD
22215	USD
22216	USD
22218	USD
22223	USD
22227	USD
22229	USD
22230	USD
22233	USD
22235	USD
22238	USD
22240	USD
22242	USD
22243	USD
22246	USD
22247	USD
22248	USD
22250	USD
22251	USD
22252	USD
22253	USD
22254	USD
22256	USD
22257	USD
22258	USD
22259	USD
22261	USD
22263	USD
22265	USD
22266	USD
22268	USD
22269	USD
22271	USD
22273	USD
22274	USD
22275	USD
22276	USD
22278	USD
22279	USD
22280	USD
22281	USD
22282	USD
22283	USD
22284	USD
22285	USD
22287	USD
22289	USD
22290	USD
22291	USD
22294	USD
22296	USD
22297	USD
22298	USD
22300	USD
22302	USD
22306	USD
22307	USD
22308	USD
22309	USD
22310	USD
22311	USD
22313	USD
22314	USD
22315	USD
22316	USD
22317	USD
22318	USD
22321	USD
22323	USD
22324	USD
22325	USD
22326	USD
22327	USD
22328	USD
22329	USD
22330	USD
22334	USD
22336	USD
22339	USD
22340	USD
22343	USD
22347	USD
22348	USD
22351	USD
22353	USD
22354	USD
22355	USD
22357	USD
22358	USD
22359	USD
22362	USD
22363	USD
22364	USD
22365	USD
22366	USD
22369	USD
22372	USD
22373	USD
22375	USD
22376	USD
22377	USD
22378	USD
22381	USD
22383	USD
22384	USD
22385	USD
22388	USD
22391	USD
22392	USD
22393	USD
22394	USD
22395	USD
22397	USD
22404	USD
22405	USD
22407	USD
22408	USD
22409	USD
22415	USD
22423	USD
22424	USD
22425	USD
22426	USD
22428	USD
22429	USD
22431	USD
22433	USD
22436	USD
22437	USD
22438	USD
22439	USD
22440	USD
22441	USD
22442	USD
22444	USD
22445	USD
22446	USD
22447	USD
22448	USD
22449	USD
22450	USD
22451	USD
22452	USD
22453	USD
22454	USD
22455	USD
22456	USD
22457	USD
22458	USD
22459	USD
22461	USD
22462	USD
22464	USD
22466	USD
22467	USD
22470	USD
22471	USD
22472	USD
22473	USD
22477	USD
22480	USD
22481	USD
22482	USD
22483	USD
22485	USD
22487	USD
22489	USD
22490	USD
22492	USD
22494	USD
22496	USD
22497	USD
22498	USD
22499	USD
22500	USD
22501	USD
22502	USD
22503	USD
22504	USD
22505	USD
22506	USD
22507	USD
22508	USD
22509	USD
22512	USD
22513	USD
22514	USD
22516	USD
22518	USD
22519	USD
22521	USD
22522	USD
22523	USD
22524	USD
22525	USD
22527	USD
22529	USD
22530	USD
22533	USD
22534	USD
22535	USD
22536	USD
22537	USD
22539	USD
22540	USD
22541	USD
22542	USD
22543	USD
22544	USD
22545	USD
22546	USD
22549	USD
22551	USD
22553	USD
22554	USD
22556	USD
22557	USD
22558	USD
22560	USD
22561	USD
22562	USD
22563	USD
22565	USD
22567	USD
22571	USD
22572	USD
22573	USD
22575	USD
22577	USD
22578	USD
22580	USD
22581	USD
22582	USD
22584	USD
22587	USD
22588	USD
22589	USD
22590	USD
22595	USD
22598	USD
22599	USD
22601	USD
22604	USD
22605	USD
22606	USD
22609	USD
22610	USD
22611	USD
22612	USD
22614	USD
22615	USD
22616	USD
22617	USD
22618	USD
22620	USD
22622	USD
22623	USD
22624	USD
22626	USD
22627	USD
22633	USD
22638	USD
22639	USD
22642	USD
22648	USD
22649	USD
22651	USD
22652	USD
22653	USD
22654	USD
22655	USD
22661	USD
22663	USD
22667	USD
22668	USD
22670	USD
22671	USD
22672	USD
22674	USD
22675	USD
22676	USD
22677	USD
22678	USD
22680	USD
22681	USD
22682	USD
22684	USD
22685	USD
22686	USD
22687	USD
22688	USD
22689	USD
22691	USD
22692	USD
22693	USD
22695	USD
22697	USD
22698	USD
22699	USD
22700	USD
22701	USD
22702	USD
22703	USD
22704	USD
22705	USD
22706	USD
22707	USD
22708	USD
22710	USD
22711	USD
22712	USD
22713	USD
22714	USD
22715	USD
22717	USD
22719	USD
22720	USD
22721	USD
22723	USD
22724	USD
22725	USD
22726	USD
22727	USD
22730	USD
22731	USD
22735	USD
22736	USD
22737	USD
22739	USD
22740	USD
22741	USD
22744	USD
22745	USD
22747	USD
22748	USD
22750	USD
22751	USD
22752	USD
22753	USD
22754	USD
22755	USD
22757	USD
22759	USD
22760	USD
22762	USD
22763	USD
22765	USD
22766	USD
22767	USD
22768	USD
22770	USD
22771	USD
22772	USD
22774	USD
22776	USD
22777	USD
22778	USD
22779	USD
22780	USD
22781	USD
22783	USD
22784	USD
22785	USD
22787	USD
22788	USD
22790	USD
22791	USD
22794	USD
22795	USD
22796	USD
22797	USD
22800	USD
22801	USD
22803	USD
22804	USD
22805	USD
22806	USD
22807	USD
22808	USD
22811	USD
22812	USD
22814	USD
22815	USD
22817	USD
22818	USD
22820	USD
22821	USD
22822	USD
22823	USD
22824	USD
22826	USD
22827	USD
22829	USD
22830	USD
22832	USD
22833	USD
22834	USD
22835	USD
22837	USD
22839	USD
22840	USD
22841	USD
22843	USD
22846	USD
22847	USD
22849	USD
22850	USD
22851	USD
22852	USD
22854	USD
22855	USD
22856	USD
22857	USD
22858	USD
22860	USD
22861	USD
22862	USD
22863	USD
22867	USD
22873	USD
22874	USD
22877	USD
22879	USD
22880	USD
22881	USD
22882	USD
22884	USD
22886	USD
22887	USD
22888	USD
22892	USD
22893	USD
22894	USD
22897	USD
22898	USD
22899	USD
22902	USD
22903	USD
22904	USD
22905	USD
22906	USD
22907	USD
